
13-02-2018 09:58:47:767 - I: 	Loaded bot ..\Reference Bots\Nirzz
13-02-2018 09:58:47:808 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 09:58:47:808 - I: 	Registered player niraka
13-02-2018 09:58:47:808 - I: 	Registered player BotJuara
13-02-2018 09:58:47:839 - I: 		OK!
13-02-2018 09:58:48:496 - I: 	Added Command PlaceShipCommand for Player niraka
13-02-2018 09:58:48:668 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 09:58:48:668 - D: 	Beginning round processing
13-02-2018 09:58:48:668 - D: 	Processing Player Commands
13-02-2018 09:58:48:683 - D: 	Killing off players who have no ships left
13-02-2018 09:58:48:683 - D: 	Round processing complete
