
06-02-2018 14:33:20:113 - I: 	Loaded bot ..\Reference Bots\Python3
06-02-2018 14:33:20:121 - I: 	Loaded bot ..\Reference Bots\bot
06-02-2018 14:33:20:122 - I: 	Registered player py3Bot
06-02-2018 14:33:20:122 - I: 	Registered player UnNamed Bot
06-02-2018 14:33:20:164 - I: 		OK!
06-02-2018 14:33:21:485 - I: 	Added Command PlaceShipCommand for Player py3Bot
06-02-2018 14:33:22:034 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
06-02-2018 14:33:22:039 - D: 	Beginning round processing
06-02-2018 14:33:22:057 - D: 	Processing Player Commands
06-02-2018 14:33:22:079 - D: 	Killing off players who have no ships left
06-02-2018 14:33:22:080 - D: 	Round processing complete
