
09-02-2018 16:15:22:645 - I: 	Loaded bot ..\Reference Bots\Python3
09-02-2018 16:15:22:660 - I: 	Loaded bot ..\Reference Bots\BotJuara
09-02-2018 16:15:22:660 - I: 	Registered player py3Bot
09-02-2018 16:15:22:660 - I: 	Registered player BotJuara
09-02-2018 16:15:22:676 - I: 		OK!
09-02-2018 16:15:23:317 - I: 	Added Command PlaceShipCommand for Player py3Bot
09-02-2018 16:15:23:473 - I: 	Added Command PlaceShipCommand for Player BotJuara
09-02-2018 16:15:23:473 - D: 	Beginning round processing
09-02-2018 16:15:23:489 - D: 	Processing Player Commands
09-02-2018 16:15:23:489 - D: 	Killing off players who have no ships left
09-02-2018 16:15:23:489 - D: 	Round processing complete
