
09-02-2018 13:06:04:496 - I: 	Loaded bot ..\Reference Bots\Python3
09-02-2018 13:06:04:511 - I: 	Loaded bot ..\Reference Bots\BotJuara
09-02-2018 13:06:04:511 - I: 	Registered player py3Bot
09-02-2018 13:06:04:511 - I: 	Registered player BotJuara
09-02-2018 13:06:04:527 - I: 		OK!
09-02-2018 13:06:05:918 - I: 	Added Command PlaceShipCommand for Player py3Bot
09-02-2018 13:06:06:027 - I: 	Added Command DoNothingCommand for Player BotJuara
09-02-2018 13:06:06:027 - D: 	Beginning round processing
09-02-2018 13:06:06:027 - D: 	Processing Player Commands
09-02-2018 13:06:06:043 - E: 	Failed to process command DoNothingCommand for player BotJuaraGameEngine.Exceptions.InvalidCommandException: There was a problem during the placement of player's BotJuara ships (DoNothing), the round will be played over
   at GameEngine.Engine.GameRoundProcessor.ProcessPlayerCommands() in C:\Development\Entelect Challenge\2017-Battleships\GameEngine\Battleships\GameEngine\Engine\GameRoundProcessor.cs:line 215
