
13-02-2018 09:59:53:237 - I: 	Loaded bot ..\Reference Bots\Nirzz
13-02-2018 09:59:53:268 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 09:59:53:268 - I: 	Registered player niraka
13-02-2018 09:59:53:268 - I: 	Registered player BotJuara
13-02-2018 09:59:53:299 - I: 		OK!
13-02-2018 09:59:54:049 - I: 	Added Command PlaceShipCommand for Player niraka
13-02-2018 09:59:54:252 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 09:59:54:252 - D: 	Beginning round processing
13-02-2018 09:59:54:252 - D: 	Processing Player Commands
13-02-2018 09:59:54:268 - D: 	Killing off players who have no ships left
13-02-2018 09:59:54:268 - D: 	Round processing complete
