
12-02-2018 12:08:04:450 - I: 	Loaded bot ..\Reference Bots\Fazz
12-02-2018 12:08:04:466 - I: 	Loaded bot ..\Reference Bots\BotJuara
12-02-2018 12:08:04:466 - I: 	Registered player py3Bot
12-02-2018 12:08:04:466 - I: 	Registered player BotJuara
12-02-2018 12:08:04:482 - I: 		OK!
12-02-2018 12:08:05:060 - I: 	Added Command PlaceShipCommand for Player py3Bot
12-02-2018 12:08:05:200 - I: 	Added Command PlaceShipCommand for Player BotJuara
12-02-2018 12:08:05:200 - D: 	Beginning round processing
12-02-2018 12:08:05:200 - D: 	Processing Player Commands
12-02-2018 12:08:05:216 - D: 	Killing off players who have no ships left
12-02-2018 12:08:05:216 - D: 	Round processing complete
