
13-02-2018 10:16:33:195 - I: 	Loaded bot ..\Reference Bots\Fazz
13-02-2018 10:16:33:227 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 10:16:33:242 - I: 	Registered player py3Bot
13-02-2018 10:16:33:242 - I: 	Registered player BotJuara
13-02-2018 10:16:33:273 - I: 		OK!
13-02-2018 10:16:34:056 - I: 	Added Command PlaceShipCommand for Player py3Bot
13-02-2018 10:16:34:259 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 10:16:34:259 - D: 	Beginning round processing
13-02-2018 10:16:34:275 - D: 	Processing Player Commands
13-02-2018 10:16:34:290 - D: 	Killing off players who have no ships left
13-02-2018 10:16:34:290 - D: 	Round processing complete
