
06-02-2018 14:30:34:654 - I: 	Loaded bot ..\Reference Bots\Python3
06-02-2018 14:30:34:663 - I: 	Loaded bot ..\Reference Bots\bot
06-02-2018 14:30:34:663 - I: 	Registered player py3Bot
06-02-2018 14:30:34:663 - I: 	Registered player UnNamed Bot
06-02-2018 14:30:34:705 - I: 		OK!
06-02-2018 14:30:36:019 - I: 	Added Command PlaceShipCommand for Player py3Bot
06-02-2018 14:30:36:627 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
06-02-2018 14:30:36:632 - D: 	Beginning round processing
06-02-2018 14:30:36:639 - D: 	Processing Player Commands
06-02-2018 14:30:36:657 - D: 	Killing off players who have no ships left
06-02-2018 14:30:36:657 - D: 	Round processing complete
