
06-02-2018 14:29:52:936 - I: 	Loaded bot ..\Reference Bots\Python3
06-02-2018 14:29:52:945 - I: 	Loaded bot ..\Reference Bots\bot
06-02-2018 14:29:52:945 - I: 	Registered player py3Bot
06-02-2018 14:29:52:945 - I: 	Registered player UnNamed Bot
06-02-2018 14:29:52:990 - I: 		OK!
06-02-2018 14:29:54:907 - I: 	Added Command PlaceShipCommand for Player py3Bot
06-02-2018 14:29:55:273 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
06-02-2018 14:29:55:277 - D: 	Beginning round processing
06-02-2018 14:29:55:282 - D: 	Processing Player Commands
06-02-2018 14:29:55:298 - D: 	Killing off players who have no ships left
06-02-2018 14:29:55:298 - D: 	Round processing complete
