
03-02-2018 22:39:57:681 - I: 	Loaded bot ..\Reference Bots\bot
03-02-2018 22:39:57:689 - I: 	Loaded bot ..\Reference Bots\Python3
03-02-2018 22:39:57:690 - I: 	Registered player UnNamed Bot
03-02-2018 22:39:57:690 - I: 	Registered player py3Bot
03-02-2018 22:39:57:730 - I: 		OK!
03-02-2018 22:39:59:208 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
03-02-2018 22:39:59:617 - I: 	Added Command PlaceShipCommand for Player py3Bot
03-02-2018 22:39:59:621 - D: 	Beginning round processing
03-02-2018 22:39:59:628 - D: 	Processing Player Commands
03-02-2018 22:39:59:648 - D: 	Killing off players who have no ships left
03-02-2018 22:39:59:648 - D: 	Round processing complete
