
06-02-2018 14:25:29:357 - I: 	Loaded bot ..\Reference Bots\Python3
06-02-2018 14:25:29:366 - I: 	Loaded bot ..\Reference Bots\bot
06-02-2018 14:25:29:366 - I: 	Registered player py3Bot
06-02-2018 14:25:29:366 - I: 	Registered player UnNamed Bot
06-02-2018 14:25:29:407 - I: 		OK!
06-02-2018 14:25:30:744 - I: 	Added Command PlaceShipCommand for Player py3Bot
06-02-2018 14:25:31:262 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
06-02-2018 14:25:31:268 - D: 	Beginning round processing
06-02-2018 14:25:31:274 - D: 	Processing Player Commands
06-02-2018 14:25:31:301 - D: 	Killing off players who have no ships left
06-02-2018 14:25:31:301 - D: 	Round processing complete
