
13-02-2018 10:08:25:850 - I: 	Loaded bot ..\Reference Bots\Nirzz
13-02-2018 10:08:25:881 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 10:08:25:881 - I: 	Registered player niraka
13-02-2018 10:08:25:881 - I: 	Registered player BotJuara
13-02-2018 10:08:25:912 - I: 		OK!
13-02-2018 10:08:26:709 - I: 	Added Command PlaceShipCommand for Player niraka
13-02-2018 10:08:26:912 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 10:08:26:912 - D: 	Beginning round processing
13-02-2018 10:08:26:912 - D: 	Processing Player Commands
13-02-2018 10:08:26:943 - D: 	Killing off players who have no ships left
13-02-2018 10:08:26:943 - D: 	Round processing complete
