
12-02-2018 12:25:30:374 - I: 	Loaded bot ..\Reference Bots\Fazz
12-02-2018 12:25:30:390 - I: 	Loaded bot ..\Reference Bots\BotJuara
12-02-2018 12:25:30:390 - I: 	Registered player py3Bot
12-02-2018 12:25:30:390 - I: 	Registered player BotJuara
12-02-2018 12:25:30:405 - I: 		OK!
12-02-2018 12:25:31:749 - I: 	Added Command PlaceShipCommand for Player py3Bot
12-02-2018 12:25:31:890 - I: 	Added Command PlaceShipCommand for Player BotJuara
12-02-2018 12:25:31:890 - D: 	Beginning round processing
12-02-2018 12:25:31:890 - D: 	Processing Player Commands
12-02-2018 12:25:31:905 - D: 	Killing off players who have no ships left
12-02-2018 12:25:31:905 - D: 	Round processing complete
