
03-02-2018 22:14:02:648 - I: 	Loaded bot ..\Reference Bots\bot
03-02-2018 22:14:02:658 - I: 	Loaded bot ..\Reference Bots\Python3
03-02-2018 22:14:02:658 - I: 	Registered player UnNamed Bot
03-02-2018 22:14:02:658 - I: 	Registered player py3Bot
03-02-2018 22:14:02:709 - I: 		OK!
03-02-2018 22:14:06:322 - I: 	Added Command PlaceShipCommand for Player UnNamed Bot
03-02-2018 22:14:07:138 - I: 	Added Command PlaceShipCommand for Player py3Bot
03-02-2018 22:14:07:147 - D: 	Beginning round processing
03-02-2018 22:14:07:155 - D: 	Processing Player Commands
03-02-2018 22:14:07:229 - D: 	Killing off players who have no ships left
03-02-2018 22:14:07:229 - D: 	Round processing complete
