
13-02-2018 08:09:54:525 - I: 	Loaded bot ..\Reference Bots\Python3
13-02-2018 08:09:54:541 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 08:09:54:541 - I: 	Registered player py3Bot
13-02-2018 08:09:54:541 - I: 	Registered player BotJuara
13-02-2018 08:09:54:572 - I: 		OK!
13-02-2018 08:09:55:916 - I: 	Added Command PlaceShipCommand for Player py3Bot
13-02-2018 08:09:56:072 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 08:09:56:072 - D: 	Beginning round processing
13-02-2018 08:09:56:072 - D: 	Processing Player Commands
13-02-2018 08:09:56:088 - D: 	Killing off players who have no ships left
13-02-2018 08:09:56:088 - D: 	Round processing complete
