
09-02-2018 13:07:31:510 - I: 	Executing process python.exe "" B "C:\Users\Rama R\Desktop\ITB-BattleshipBot\Game Engine\Replays\2018-02-09 13-07-30-010\Phase 1 - Round 0\B"
09-02-2018 13:07:31:557 - I: 	Bot calibration complete and can run an additional 54ms due to environment startup
09-02-2018 13:07:31:557 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Rama R\Desktop\ITB-BattleshipBot\Game Engine\Replays\2018-02-09 13-07-30-010\Phase 1 - Round 0\B"
09-02-2018 13:07:31:557 - I: 	Executing process python.exe "bot.py" B "C:\Users\Rama R\Desktop\ITB-BattleshipBot\Game Engine\Replays\2018-02-09 13-07-30-010\Phase 1 - Round 0\B"
09-02-2018 13:07:31:573 - I: 	Bot has 4000ms to run before it will be forcefully killed
09-02-2018 13:07:31:604 - E: 	Output from bot:   File "bot.py", line 50
09-02-2018 13:07:31:604 - E: 	Output from bot:     def random:
09-02-2018 13:07:31:604 - E: 	Output from bot:               ^
09-02-2018 13:07:31:604 - E: 	Output from bot: SyntaxError: invalid syntax
09-02-2018 13:07:31:604 - E: 	Output from bot: 
09-02-2018 13:07:31:604 - I: 	Output from bot: 
09-02-2018 13:07:31:604 - I: 	Your bots total execution time was 00:00:00.0426895
