
13-02-2018 09:29:16:600 - I: 	Loaded bot ..\Reference Bots\Fazz
13-02-2018 09:29:16:616 - I: 	Loaded bot ..\Reference Bots\BotJuara
13-02-2018 09:29:16:616 - I: 	Registered player py3Bot
13-02-2018 09:29:16:616 - I: 	Registered player BotJuara
13-02-2018 09:29:16:647 - I: 		OK!
13-02-2018 09:29:18:038 - I: 	Added Command PlaceShipCommand for Player py3Bot
13-02-2018 09:29:18:179 - I: 	Added Command PlaceShipCommand for Player BotJuara
13-02-2018 09:29:18:179 - D: 	Beginning round processing
13-02-2018 09:29:18:194 - D: 	Processing Player Commands
13-02-2018 09:29:18:194 - D: 	Killing off players who have no ships left
13-02-2018 09:29:18:194 - D: 	Round processing complete
